nlu,id,start,stop,spkr,VAL,MET,DIV,DUD,TOP,ITEM,GDA,NDA,CONT,FRA,make_offer,ask_offer,accept,reject,ask_preference,share_preference,assistant_record,user_record,assistant_lamp,user_lamp,assistant_painting,user_painting,utt,context_str,dialogue_num
"""nlu1""","""seg039-0029""",130.935,132.93,"""A""","""[]""","""[]""","""[]""","""[]""","""['speaker-name']""","""[]""","""['Statement']""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""sam""","""Alice: so i've seen you around my name is walt\nAlice: or or dave whichever <whi> whichever one alex okay good to see you man and we we yeah\nBob: my name's alex yeah you <y> you\nBob: you you're sam""",39
"""nlu2""","""seg039-0029""",130.935,132.93,"""A""","""[]""","""['laughter-in-segment']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""<laughter>""","""Alice: so i've seen you around my name is walt\nAlice: or or dave whichever <whi> whichever one alex okay good to see you man and we we yeah\nBob: my name's alex yeah you <y> you\nBob: you you're sam\nAlice: sam""",39
NaN,"""seg039-0033""",131.59,132.04,"""B""","""[]""","""['laughter-in-segment']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""<laughter>""","""Alice: so i've seen you around my name is walt\nBob: hello\nAlice: or or dave whichever <whi> whichever one alex okay good to see you man and we we yeah\nBob: my name's alex yeah you <y> you\nBob: you you're sam\nAlice: sam <laughter>""",39
"""nlu1""","""seg039-0037""",132.69,135.49,"""B""","""[]""","""['internal-pause']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""oh well""","""Alice: or or dave whichever <whi> whichever one alex okay good to see you man and we we yeah\nBob: my name's alex yeah you <y> you\nBob: you you're sam\nAlice: sam <laughter>\nBob: <laughter>""",39
"""nlu2""","""seg039-0037""",132.69,135.49,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Acknowledge-Agree-Accept-Yes-answers']""","""[]""","""[]""","""[]""",0,0,1,0,0,0,0,0,0,0,0,0,"""yeah""","""Alice: or or dave whichever <whi> whichever one alex okay good to see you man and we we yeah\nBob: my name's alex yeah you <y> you\nBob: you you're sam\nAlice: sam <laughter>\nBob: <laughter>\nBob: oh well""",39
"""nlu3""","""seg039-0037""",132.69,135.49,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Statement']""","""['summarize-scenario']""","""['splitting-the-locker-50-50']""","""[]""",1,0,0,0,0,0,0,0,0,0,0,0,"""oh well yeah we we agreed to uh split the locker""","""Alice: or or dave whichever <whi> whichever one alex okay good to see you man and we we yeah\nBob: my name's alex yeah you <y> you\nBob: you you're sam\nAlice: sam <laughter>\nBob: <laughter>""",39
NaN,"""seg039-0041""",135.845,136.845,"""A""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Acknowledge-Agree-Accept-Yes-answers']""","""[]""","""[]""","""[]""",0,0,1,0,0,0,0,0,0,0,0,0,"""yeah well""","""Alice: or or dave whichever <whi> whichever one alex okay good to see you man and we we yeah\nBob: my name's alex yeah you <y> you\nBob: you you're sam\nAlice: sam <laughter>\nBob: <laughter>\nBob: oh well yeah we we agreed to uh split the locker""",39
NaN,"""seg039-0045""",136.08,138.62,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Statement']""","""['summarize-scenario']""","""['splitting-the-locker-50-50']""","""[]""",1,0,0,0,0,0,0,0,0,0,0,0,"""fifty fifty well you know we agreed on something for a change""","""Alice: or or dave whichever <whi> whichever one alex okay good to see you man and we we yeah\nBob: you you're sam\nAlice: sam <laughter>\nBob: <laughter>\nBob: oh well yeah we we agreed to uh split the locker\nAlice: yeah well""",39
"""nlu1""","""seg039-0049""",138.9,142.325,"""A""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Acknowledge-Agree-Accept-Yes-answers']""","""[]""","""[]""","""[]""",0,0,1,0,0,0,0,0,0,0,0,0,"""yeah <y> yeah""","""Alice: sam <laughter>\nBob: oh well yeah we we agreed to uh split the locker\nAlice: yeah well\nBob: fifty fifty well you know we agreed on something for a change""",39
"""nlu2""","""seg039-0049""",138.9,142.325,"""A""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Statement']""","""['summarize-scenario']""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""i mean it's open for negotiation so""","""Alice: sam <laughter>\nBob: oh well yeah we we agreed to uh split the locker\nAlice: yeah well\nBob: fifty fifty well you know we agreed on something for a change\nAlice: yeah <y> yeah""",39
NaN,"""seg039-0053""",139.05,139.38,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Acknowledge-Agree-Accept-Yes-answers']""","""[]""","""[]""","""[]""",0,0,1,0,0,0,0,0,0,0,0,0,"""yeah""","""Alice: or or dave whichever <whi> whichever one alex okay good to see you man and we we yeah\nBob: you you're sam\nAlice: sam <laughter>\nBob: <laughter>\nBob: oh well yeah we we agreed to uh split the locker\nAlice: yeah well\nBob: fifty fifty well you know we agreed on something for a change\nAlice: yeah <y> yeah i mean it's open for negotiation so""",39
NaN,"""seg039-0057""",142.78,147.4,"""A""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Statement']""","""['summarize-scenario']""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""you know it we might have some valuable stuff we have to speculate all things and""","""Bob: fifty fifty well you know we agreed on something for a change\nAlice: yeah <y> yeah i mean it's open for negotiation so\nBob: yeah""",39
NaN,"""seg039-0061""",147.1,147.43,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Acknowledge-Agree-Accept-Yes-answers']""","""[]""","""[]""","""[]""",0,0,1,0,0,0,0,0,0,0,0,0,"""mhm""","""Bob: fifty fifty well you know we agreed on something for a change\nAlice: yeah <y> yeah i mean it's open for negotiation so\nBob: yeah\nAlice: you know it we might have some valuable stuff we have to speculate all things and""",39
NaN,"""seg039-0065""",147.79,151.395,"""A""","""[]""","""['internal-pause']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""you know i know art deco's uh a little uh""","""Alice: yeah <y> yeah i mean it's open for negotiation so\nAlice: you know it we might have some valuable stuff we have to speculate all things and\nBob: mhm""",39
NaN,"""seg039-0069""",152.89,154.04,"""A""","""[]""","""['internal-pause']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""you know it's""","""Alice: you know it we might have some valuable stuff we have to speculate all things and\nBob: mhm\nAlice: you know i know art deco's uh a little uh""",39
NaN,"""seg039-0073""",154.6,155.65,"""A""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Statement']""","""[]""","""['patter']""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""you know i know art deco's uh a little uh you know it's is uh work""","""Alice: you know it we might have some valuable stuff we have to speculate all things and\nBob: mhm""",39
"""nlu1""","""seg039-0077""",156.0,159.19,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Appreciation']""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""that's all good""","""Alice: you know i know art deco's uh a little uh\nAlice: you know it's\nAlice: is uh work""",39
"""nlu2""","""seg039-0077""",156.0,159.19,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Conventional-opening', 'Open-question', 'Wh-Question']""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""but you know it how's your day so far though""","""Alice: you know i know art deco's uh a little uh\nAlice: you know it's\nAlice: is uh work\nBob: that's all good""",39
NaN,"""seg039-0081""",156.225,156.785,"""A""","""[]""","""['internal-pause']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""and""","""Alice: you know it we might have some valuable stuff we have to speculate all things and\nBob: mhm\nAlice: you know i know art deco's uh a little uh\nAlice: you know it's\nAlice: is uh work\nBob: that's all good but you know it how's your day so far though""",39
"""nlu1""","""seg039-0085""",159.445,163.75,"""A""","""['positive']""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Statement']""","""[]""","""['patter']""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""and man if it gets any better i i i wanna i wanna double those""","""Alice: you know it's\nAlice: is uh work\nBob: that's all good but you know it how's your day so far though""",39
"""nlu3""","""seg039-0085""",159.445,163.75,"""A""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Tag-question']""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""you know""","""Alice: you know it's\nAlice: is uh work\nBob: that's all good but you know it how's your day so far though\nAlice: and\nAlice: man if it gets any better i i i wanna i wanna double those""",39
"""nlu1""","""seg039-0089""",163.02,166.01,"""B""","""['positive']""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Yes-no-question']""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""so you oh you oh having a good day""","""Bob: that's all good but you know it how's your day so far though\nAlice: and\nAlice: man if it gets any better i i i wanna i wanna double those you know""",39
"""nlu2""","""seg039-0089""",163.02,166.01,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Tag-question']""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""huh""","""Bob: that's all good but you know it how's your day so far though\nAlice: and\nAlice: man if it gets any better i i i wanna i wanna double those you know\nBob: so you oh you oh having a good day""",39
"""nlu1""","""seg039-0093""",164.285,170.16,"""A""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Acknowledge-Agree-Accept-Yes-answers']""","""[]""","""[]""","""[]""",0,0,1,0,0,0,0,0,0,0,0,0,"""yeah""","""Alice: man if it gets any better i i i wanna i wanna double those you know\nBob: so you oh you oh having a good day huh""",39
"""nlu2""","""seg039-0093""",164.285,170.16,"""A""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Statement']""","""[]""","""['patter']""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""i i need to double up""","""Alice: man if it gets any better i i i wanna i wanna double those you know\nBob: so you oh you oh having a good day huh\nAlice: yeah""",39
"""nlu3""","""seg039-0093""",164.285,170.16,"""A""","""[]""","""['laughter-in-segment']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""<laughter>""","""Alice: man if it gets any better i i i wanna i wanna double those you know\nBob: so you oh you oh having a good day huh\nAlice: yeah i i need to double up""",39
"""nlu4""","""seg039-0093""",164.285,170.16,"""A""","""[]""","""['internal-pause']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""i need hey come into my life and""","""Alice: man if it gets any better i i i wanna i wanna double those you know\nBob: so you oh you oh having a good day huh\nAlice: yeah i i need to double up <laughter>""",39
NaN,"""seg039-0097""",166.69,167.57,"""B""","""[]""","""['laughter-in-segment']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""<laughter>""","""Bob: that's all good but you know it how's your day so far though\nAlice: man if it gets any better i i i wanna i wanna double those you know\nBob: so you oh you oh having a good day huh\nAlice: yeah i i need to double up <laughter> i need hey come into my life and""",39
NaN,"""seg039-0101""",170.46,173.07,"""A""","""[]""","""['internal-pause']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""show me the way let's get it done let's""","""Alice: man if it gets any better i i i wanna i wanna double those you know\nBob: so you oh you oh having a good day huh\nAlice: yeah i i need to double up <laughter> i need hey come into my life and\nBob: <laughter>""",39
NaN,"""seg039-0105""",173.54,175.01,"""A""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Statement']""","""[]""","""['patter']""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""i need hey come into my life and show me the way let's get it done let's let's make it happen today""","""Bob: so you oh you oh having a good day huh\nAlice: yeah i i need to double up <laughter>""",39
"""nlu1""","""seg039-0109""",174.96,181.79,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Acknowledge-Agree-Accept-Yes-answers']""","""[]""","""[]""","""[]""",0,0,1,0,0,0,0,0,0,0,0,0,"""alright""","""Alice: show me the way let's get it done let's\nAlice: let's make it happen today""",39
"""nlu2""","""seg039-0109""",174.96,181.79,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Statement']""","""[]""","""['patter']""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""so you you're direct and to the point i don't have to humor you humor <hu> humor you with any sam i am green eggs and ham type stuff""","""Alice: show me the way let's get it done let's\nAlice: let's make it happen today\nBob: alright""",39
"""nlu3""","""seg039-0109""",174.96,181.79,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Tag-question']""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""huh""","""Alice: show me the way let's get it done let's\nAlice: let's make it happen today\nBob: alright so you you're direct and to the point i don't have to humor you humor <hu> humor you with any sam i am green eggs and ham type stuff""",39
"""nlu4""","""seg039-0109""",174.96,181.79,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Acknowledge-Agree-Accept-Yes-answers']""","""[]""","""[]""","""[]""",0,0,1,0,0,0,0,0,0,0,0,0,"""yeah""","""Alice: show me the way let's get it done let's\nAlice: let's make it happen today\nBob: alright so you you're direct and to the point i don't have to humor you humor <hu> humor you with any sam i am green eggs and ham type stuff huh""",39
NaN,"""seg039-0113""",177.31,177.515,"""A""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Acknowledge-Agree-Accept-Yes-answers']""","""[]""","""[]""","""[]""",0,0,1,0,0,0,0,0,0,0,0,0,"""yeah <y>""","""Alice: yeah i i need to double up <laughter> i need hey come into my life and\nBob: <laughter>\nAlice: show me the way let's get it done let's\nAlice: let's make it happen today\nBob: alright so you you're direct and to the point i don't have to humor you humor <hu> humor you with any sam i am green eggs and ham type stuff huh yeah""",39
NaN,"""seg039-0117""",178.02,178.27,"""A""","""[]""","""['internal-pause']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""eh""","""Alice: yeah i i need to double up <laughter> i need hey come into my life and\nAlice: show me the way let's get it done let's\nAlice: let's make it happen today\nBob: alright so you you're direct and to the point i don't have to humor you humor <hu> humor you with any sam i am green eggs and ham type stuff huh yeah\nAlice: yeah <y>""",39
NaN,"""seg039-0121""",179.075,179.205,"""A""","""[]""","""['internal-pause']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""eh""","""Alice: yeah i i need to double up <laughter> i need hey come into my life and\nAlice: show me the way let's get it done let's\nAlice: let's make it happen today\nBob: alright so you you're direct and to the point i don't have to humor you humor <hu> humor you with any sam i am green eggs and ham type stuff huh yeah\nAlice: yeah <y>\nAlice: eh""",39
NaN,"""seg039-0125""",179.98,180.13,"""A""","""[]""","""['internal-pause']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""eh""","""Alice: yeah i i need to double up <laughter> i need hey come into my life and\nAlice: show me the way let's get it done let's\nAlice: let's make it happen today\nBob: alright so you you're direct and to the point i don't have to humor you humor <hu> humor you with any sam i am green eggs and ham type stuff huh yeah\nAlice: yeah <y>\nAlice: eh\nAlice: eh""",39
"""nlu1""","""seg039-0129""",180.37,183.75,"""A""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Acknowledge-Agree-Accept-Yes-answers', 'Statement']""","""[]""","""[]""","""[]""",0,0,1,0,0,0,0,0,0,0,0,0,"""right right right""","""Alice: let's make it happen today\nBob: alright so you you're direct and to the point i don't have to humor you humor <hu> humor you with any sam i am green eggs and ham type stuff huh yeah\nAlice: yeah <y>\nAlice: eh\nAlice: eh\nAlice: eh""",39
"""nlu2""","""seg039-0129""",180.37,183.75,"""A""","""[]""","""['internal-pause']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""but i i i'm gonna <imma> i'm gonna <imma>""","""Alice: let's make it happen today\nBob: alright so you you're direct and to the point i don't have to humor you humor <hu> humor you with any sam i am green eggs and ham type stuff huh yeah\nAlice: yeah <y>\nAlice: eh\nAlice: eh\nAlice: eh\nAlice: right right right""",39
"""nlu1""","""seg039-0133""",184.24,189.07,"""A""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Statement']""","""[]""","""['patter']""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""but i i i'm gonna <imma> i'm gonna <imma> i'm partial to sam i am""","""Bob: alright so you you're direct and to the point i don't have to humor you humor <hu> humor you with any sam i am green eggs and ham type stuff huh yeah\nAlice: eh\nAlice: eh\nAlice: eh\nAlice: right right right""",39
"""nlu2""","""seg039-0133""",184.24,189.07,"""A""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Acknowledge-Agree-Accept-Yes-answers']""","""[]""","""[]""","""[]""",0,0,1,0,0,0,0,0,0,0,0,0,"""yeah""","""Bob: alright so you you're direct and to the point i don't have to humor you humor <hu> humor you with any sam i am green eggs and ham type stuff huh yeah\nAlice: eh\nAlice: eh\nAlice: right right right but i i i'm gonna <imma> i'm gonna <imma>\nAlice: i'm partial to sam i am""",39
"""nlu3""","""seg039-0133""",184.24,189.07,"""A""","""[]""","""['laughter-in-segment']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""<laughter>""","""Bob: alright so you you're direct and to the point i don't have to humor you humor <hu> humor you with any sam i am green eggs and ham type stuff huh yeah\nAlice: eh\nAlice: eh\nAlice: right right right but i i i'm gonna <imma> i'm gonna <imma>\nAlice: i'm partial to sam i am yeah""",39
"""nlu4""","""seg039-0133""",184.24,189.07,"""A""","""['positive']""","""['interrupted']""","""[]""","""[]""","""[]""","""[]""","""['Statement']""","""[]""","""['patter']""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""he's a good <g>""","""Bob: alright so you you're direct and to the point i don't have to humor you humor <hu> humor you with any sam i am green eggs and ham type stuff huh yeah\nAlice: eh\nAlice: eh\nAlice: right right right but i i i'm gonna <imma> i'm gonna <imma>\nAlice: i'm partial to sam i am yeah <laughter>""",39
"""nlu1""","""seg039-0137""",186.1,187.15,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Statement']""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""there you go""","""Bob: alright so you you're direct and to the point i don't have to humor you humor <hu> humor you with any sam i am green eggs and ham type stuff huh yeah\nAlice: yeah <y>\nAlice: eh\nAlice: eh\nAlice: eh\nAlice: right right right but i i i'm gonna <imma> i'm gonna <imma>\nAlice: i'm partial to sam i am yeah <laughter> he's a good <g>""",39
"""nlu2""","""seg039-0137""",186.1,187.15,"""B""","""[]""","""['laughter-in-segment']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""<laughter>""","""Bob: alright so you you're direct and to the point i don't have to humor you humor <hu> humor you with any sam i am green eggs and ham type stuff huh yeah\nAlice: yeah <y>\nAlice: eh\nAlice: eh\nAlice: eh\nAlice: right right right but i i i'm gonna <imma> i'm gonna <imma>\nAlice: i'm partial to sam i am yeah <laughter> he's a good <g>\nBob: there you go""",39
NaN,"""seg039-0141""",188.42,189.08,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Open-question', 'Wh-Question']""","""[]""","""['patter']""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""how's the family""","""Bob: alright so you you're direct and to the point i don't have to humor you humor <hu> humor you with any sam i am green eggs and ham type stuff huh yeah\nAlice: eh\nAlice: eh\nAlice: right right right but i i i'm gonna <imma> i'm gonna <imma>\nAlice: i'm partial to sam i am yeah <laughter> he's a good <g>\nBob: there you go <laughter>""",39
"""nlu1""","""seg039-0145""",189.43,192.96,"""A""","""['positive']""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Statement']""","""[]""","""['patter']""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""everybody's great man""","""Alice: right right right but i i i'm gonna <imma> i'm gonna <imma>\nAlice: i'm partial to sam i am yeah <laughter> he's a good <g>\nBob: there you go <laughter>\nBob: how's the family""",39
"""nlu2""","""seg039-0145""",189.43,192.96,"""A""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Acknowledge-Agree-Accept-Yes-answers', 'Statement']""","""[]""","""[]""","""[]""",0,0,1,0,0,0,0,0,0,0,0,0,"""yeah thus far yeah""","""Alice: right right right but i i i'm gonna <imma> i'm gonna <imma>\nAlice: i'm partial to sam i am yeah <laughter> he's a good <g>\nBob: there you go <laughter>\nBob: how's the family\nAlice: everybody's great man""",39
"""nlu1""","""seg039-0149""",190.34,191.48,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Backchannel-in-question-form', 'Yes-no-question']""","""[]""","""['patter']""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""everybody's great""","""Bob: alright so you you're direct and to the point i don't have to humor you humor <hu> humor you with any sam i am green eggs and ham type stuff huh yeah\nAlice: right right right but i i i'm gonna <imma> i'm gonna <imma>\nAlice: i'm partial to sam i am yeah <laughter> he's a good <g>\nBob: there you go <laughter>\nBob: how's the family\nAlice: everybody's great man yeah thus far yeah""",39
"""nlu2""","""seg039-0149""",190.34,191.48,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Yes-no-question']""","""[]""","""['patter']""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""the wife""","""Bob: alright so you you're direct and to the point i don't have to humor you humor <hu> humor you with any sam i am green eggs and ham type stuff huh yeah\nAlice: right right right but i i i'm gonna <imma> i'm gonna <imma>\nAlice: i'm partial to sam i am yeah <laughter> he's a good <g>\nBob: there you go <laughter>\nBob: how's the family\nAlice: everybody's great man yeah thus far yeah\nBob: everybody's great""",39
NaN,"""seg039-0153""",192.88,193.36,"""B""","""['positive']""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Statement']""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""glad to hear that""","""Alice: right right right but i i i'm gonna <imma> i'm gonna <imma>\nAlice: i'm partial to sam i am yeah <laughter> he's a good <g>\nBob: there you go <laughter>\nBob: how's the family\nAlice: everybody's great man yeah thus far yeah\nBob: everybody's great the wife""",39
NaN,"""seg039-0157""",193.81,194.35,"""A""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Acknowledge-Agree-Accept-Yes-answers']""","""[]""","""[]""","""[]""",0,0,1,0,0,0,0,0,0,0,0,0,"""yeah""","""Alice: i'm partial to sam i am yeah <laughter> he's a good <g>\nBob: there you go <laughter>\nBob: how's the family\nAlice: everybody's great man yeah thus far yeah\nBob: everybody's great the wife\nBob: glad to hear that""",39
NaN,"""seg039-0161""",193.94,194.19,"""B""","""[]""","""['internal-pause']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""so""","""Alice: i'm partial to sam i am yeah <laughter> he's a good <g>\nBob: there you go <laughter>\nBob: how's the family\nAlice: everybody's great man yeah thus far yeah\nBob: everybody's great the wife\nBob: glad to hear that\nAlice: yeah""",39
NaN,"""seg039-0165""",195.815,196.55,"""A""","""[]""","""['internal-pause']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""so uh""","""Alice: i'm partial to sam i am yeah <laughter> he's a good <g>\nBob: there you go <laughter>\nBob: how's the family\nAlice: everybody's great man yeah thus far yeah\nBob: everybody's great the wife\nBob: glad to hear that\nAlice: yeah\nBob: so""",39
NaN,"""seg039-0169""",195.98,197.35,"""B""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Open-question', 'Wh-Question']""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""oh what were you saying about art deco""","""Alice: i'm partial to sam i am yeah <laughter> he's a good <g>\nBob: how's the family\nAlice: everybody's great man yeah thus far yeah\nBob: everybody's great the wife\nBob: glad to hear that\nAlice: yeah\nBob: so\nAlice: so uh""",39
NaN,"""seg039-0173""",197.92,198.71,"""B""","""[]""","""['interrupted']""","""[]""","""[]""","""[]""","""[]""","""['Yes-no-question']""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""and is this""","""Alice: i'm partial to sam i am yeah <laughter> he's a good <g>\nBob: how's the family\nAlice: everybody's great man yeah thus far yeah\nBob: everybody's great the wife\nBob: glad to hear that\nAlice: yeah\nBob: so\nAlice: so uh\nBob: oh what were you saying about art deco""",39
NaN,"""seg039-0177""",198.04,205.385,"""A""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""['Statement']""","""[]""","""['patter']""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""well you know these are some of his products here and it is a decorations <dec> creative uh decorations and what not so""","""Alice: so uh\nBob: oh what were you saying about art deco\nBob: and is this""",39
NaN,"""seg039-0181""",205.76,206.68,"""A""","""[]""","""['internal-pause']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""you know um""","""Bob: oh what were you saying about art deco\nBob: and is this\nAlice: well you know these are some of his products here and it is a decorations <dec> creative uh decorations and what not so""",39
NaN,"""seg039-0185""",207.885,214.52,"""A""","""[]""","""['internal-pause']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""you know they're not value valued at too much of anything but it it depends on the buyer if if you get a buyer""","""Alice: well you know these are some of his products here and it is a decorations <dec> creative uh decorations and what not so\nAlice: you know um""",39
NaN,"""seg039-0189""",214.875,219.515,"""A""","""[]""","""[]""","""[]""","""[]""","""[]""","""['lamps', 'paintings']""","""['Statement']""","""[]""","""['the-value-of-ITEM-is-uncertain']""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""you know um you know they're not value valued at too much of anything but it it depends on the buyer if if you get a buyer then you you know then it's negotiable and it's flexible""",NaN,39
"""nlu1""","""seg039-0193""",220.09,222.86,"""A""","""[]""","""['internal-pause']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""it depends on you know""","""Alice: you know um\nAlice: you know they're not value valued at too much of anything but it it depends on the buyer if if you get a buyer\nAlice: then you you know then it's negotiable and it's flexible""",39
"""nlu2""","""seg039-0193""",220.09,222.86,"""A""","""[]""","""['internal-pause']""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""","""[]""",0,0,0,0,0,0,0,0,0,0,0,0,"""i'm i'm partial to""","""Alice: you know um\nAlice: you know they're not value valued at too much of anything but it it depends on the buyer if if you get a buyer\nAlice: then you you know then it's negotiable and it's flexible\nAlice: it depends on you know""",39
